1,2,3,4,5,6
James Develin,RB,NE,10
0.0,0.3,0.6,0.65,1.3,3
0.2,0.5750000000000001,0.9500000000000001,0.9,1.6,4
0.1,1.1199999999999999,2.2199999999999998,4.040000000000001,9.8,9
