1,2,3,4,5,6
D'Onta Foreman,RB,IND,6
0
1.0500000000000003,3.8,3.9799999999999995,5.76,13.5,9
6.700000000000001,6.700000000000001,6.700000000000001,6.700000000000001,6.700000000000001,1
